country_name,country_code,region,income_group,year,cpi,int_rate,gdp_ growth_rate,gdp,exchange_rate,unemployment_rate
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2013,1.46856511,3.080583621,-1.818776037,1782131987.48,2.7,22.21
Latin America & Caribbean,LCN,Combined,Not classified,2013,2.528647885,0,2.755770119,5327661411481.24,0,6.369843829
Least developed countries: UN classification,LDC,Combined,Not classified,2013,5.583583807,0,5.759126734,861745845841.62,0,4.794786042
Low income,LIC,Combined,Not classified,2013,5.611629338,0,2.362875262,356474733175.22,0,5.434461074
Liechtenstein,LIE,Europe & Central Asia,High income,2013,0,0,0,0.00,0,0
Sri Lanka,LKA,South Asia,Lower middle income,2013,6.908450348,5.835557365,4.051746329,76760144812.93,129.0690309,4.186
Lower middle income,LMC,Combined,Not classified,2013,5.458580168,0,5.677096097,4535083461317.46,0,6.087040377
Low & middle income,LMY,Combined,Not classified,2013,4.614747585,0,5.618805954,23098016473698.90,0,5.766713454
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2013,4.865118995,-0.326347465,1.792525556,2249719203.37,9.655056069,15.97
Late-demographic dividend,LTE,Combined,Not classified,2013,2.682296841,0,5.644043857,17041367736482.30,0,4.999163217
Lithuania,LTU,Europe & Central Asia,High income,2013,1.047479371,0,4.046913186,38928020774.41,2.601008333,11.77
Luxembourg,LUX,Europe & Central Asia,High income,2013,1.734039635,0,3.1717899,57236974872.26,0.752945123,6.045
Latvia,LVA,Europe & Central Asia,High income,2013,-0.029454778,0,2.096090282,24863312429.91,0.529391667,11.867
"Macao SAR, China",MAC,East Asia & Pacific,High income,2013,5.500577792,-2.304408251,10.75289299,58596968309.97,7.989255333,1.82
St. Martin (French part),MAF,Latin America & Caribbean,High income,2013,0,0,0,0.00,0.752945123,0
Morocco,MAR,Middle East & North Africa,Lower middle income,2013,1.880654667,0,4.122212869,103015299181.35,8.405503917,9.23
Monaco,MCO,Europe & Central Asia,High income,2013,0,0,9.577098324,5571133210.81,0.752945123,0
Moldova,MDA,Europe & Central Asia,Upper middle income,2013,4.597878974,8.054277579,9.043865607,7451580071.77,12.58675623,1.873
Madagascar,MDG,Sub-Saharan Africa,Low income,2013,5.826429445,50.76010319,2.300376228,10624353147.16,2206.914167,0.996
Maldives,MDV,South Asia,Upper middle income,2013,3.805630009,4.128919403,6.974962268,3685976101.79,15.36671003,8.3
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Combined,Not classified,2013,3.277125339,0,2.42430208,3349648992870.52,0,7.929498304
Mexico,MEX,Latin America & Caribbean,Upper middle income,2013,3.806390697,2.52394544,0.85210155,1152513808434.99,12.77199167,4.921
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2013,0,0,3.808982376,182600000.00,1,0
Middle income,MIC,Combined,Not classified,2013,4.236236525,0,5.668846533,22744430942007.30,0,5.790073721
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2013,2.785000567,3.831266848,2.925257665,9351477059.69,46.39534167,29.017
Mali,MLI,Sub-Saharan Africa,Low income,2013,-0.606736356,5.231006462,2.382125954,13665683441.87,493.8996239,1.516
Malta,MLT,Middle East & North Africa,High income,2013,1.180284364,2.395224625,6.291715744,9611949002.02,0.752945123,6.106
Myanmar,MMR,East Asia & Pacific,Lower middle income,2013,5.643038834,11.13445484,8.426001025,51503673421.49,933.5704564,0.775
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Combined,Not classified,2013,5.070429228,0,1.117539688,1719861149998.00,0,8.460786735
Montenegro,MNE,Europe & Central Asia,Upper middle income,2013,2.205892681,7.174729524,3.548979912,3853040581.42,0.752945123,19.585
Mongolia,MNG,East Asia & Pacific,Upper middle income,2013,10.49065676,15.13409784,11.64891619,10520241544.91,1523.9275,4.231
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2013,0,0,2.680965147,844921212.12,1,0
Mozambique,MOZ,Sub-Saharan Africa,Low income,2013,4.261352509,12.3968931,6.571413897,14013719723.49,30.10411109,3.346
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2013,4.129101738,11.97461482,4.15081319,5612311839.16,30.06816667,9.929
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2013,3.543295739,4.192342742,3.3604061,11153101416.20,30.70135833,7.322
Malawi,MWI,Sub-Saharan Africa,Low income,2013,27.28333333,14.9275379,5.410349998,8490733601.03,364.4058333,4.978
Malaysia,MYS,East Asia & Pacific,Upper middle income,2013,2.105012312,4.467530817,4.693722526,270506469604.10,3.15090855,3.16
North America,NAC,Combined,Not classified,2013,1.201562277,0,2.133496885,18844187090064.40,0,7.34976349
Namibia,NAM,Sub-Saharan Africa,Lower middle income,2013,5.600925023,4.084375542,5.614719623,10247261642.73,9.750075,19.028
New Caledonia,NCL,East Asia & Pacific,High income,2013,1.27761319,0,0,0.00,89.8502215,14.347
Niger,NER,Sub-Saharan Africa,Low income,2013,2.29723115,5.677634437,5.315130634,8698614858.60,493.8996239,1.397
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2013,8.495518383,11.20162222,6.671335393,451780110046.80,157.3116667,3.711
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2013,7.135467853,10.19217036,4.927094134,11617373486.86,24.72276417,5.28
Netherlands,NLD,Europe & Central Asia,High income,2013,2.506898527,0.351053254,-0.03023256,747579281182.57,0.752945123,7.241
Norway,NOR,Europe & Central Asia,High income,2013,2.120486204,1.752027648,1.01619084,373433130118.31,5.875,3.425
Nepal,NPL,South Asia,Lower middle income,2013,9.040163119,0,3.525153171,22100664484.64,93.08439381,10.687
Nauru,NRU,East Asia & Pacific,High income,2013,0,0,3.647740417,70575646.41,1.035843097,0
New Zealand,NZL,East Asia & Pacific,High income,2013,1.134422664,1.295510702,2.58954199,165546666710.17,1.219407974,5.839
OECD members,OED,Combined,Not classified,2013,1.451565264,0,1.61727497,45474848412670.10,0,7.986253506
Oman,OMN,Middle East & North Africa,High income,2013,1.053548203,7.911581547,5.227704081,73994291063.38,0.3845,3.547
Other small states,OSS,Combined,Not classified,2013,2.743299509,0,0.944505392,114713594887.10,0,10.76809882
Pakistan,PAK,Middle East & North Africa,Lower middle income,2013,7.692156119,4.286266707,4.36686505,276443758787.99,101.6288992,2.954
Panama,PAN,Latin America & Caribbean,High income,2013,4.027159916,1.173154893,6.324353887,50635232250.87,1,3.674
Peru,PER,Latin America & Caribbean,Upper middle income,2013,2.767896661,16.90330807,5.852518211,179547449111.36,2.701899026,3.575
Philippines,PHL,East Asia & Pacific,Lower middle income,2013,2.582687661,3.630934121,6.750531301,270952964501.39,42.44618483,3.497
Palau,PLW,East Asia & Pacific,High income,2013,3.354810042,0,-3.036226881,245961582.15,1,0
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2013,4.96031746,6.316495981,3.824946328,17951312547.22,2.24451,2.692
Poland,POL,Europe & Central Asia,High income,2013,0.991982606,0,0.684240607,442340098156.25,3.160616667,10.293
Pre-demographic dividend,PRE,Combined,Not classified,2013,4.768412477,0,5.884110331,1210802805608.87,0,4.871453749
Puerto Rico (US),PRI,Latin America & Caribbean,High income,2013,0,0,-0.306826667,105730285957.27,1,14.3
"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,2013,0,0,0,0.00,0,2.928
Portugal,PRT,Europe & Central Asia,High income,2013,0.274416667,0,-0.984106569,194481859683.30,0.752945123,16.188
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2013,2.683857387,14.31208516,8.293076489,33400724748.62,4303.882566,4.385
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2013,1.724399336,1.681032603,4.698569866,13492400000.00,0,19.894
Pacific island small states,PSS,Combined,Not classified,2013,1.458933718,0,3.223617065,8451136446.87,0,3.429090524
Post-demographic dividend,PST,Combined,Not classified,2013,1.408581092,0,1.516688311,42914589615577.50,0,7.993599339
French Polynesia,PYF,East Asia & Pacific,High income,2013,0,0,0.398801414,5200635899.88,89.8502215,12.029
Qatar,QAT,Middle East & North Africa,High income,2013,3.221977568,4.312090758,5.556040643,146581616623.75,3.64,0.28
Romania,ROU,Europe & Central Asia,High income,2013,3.984712355,9.002367571,0.278771877,165624017079.64,3.327916667,7.096
Russian Federation,RUS,Europe & Central Asia,High income,2013,6.753710262,3.937070193,1.755422149,1380755103919.45,31.83714364,5.513
Rwanda,RWA,Sub-Saharan Africa,Low income,2013,5.92426868,14.2462824,4.71984857,7392699278.09,646.6359745,11.785
South Asia,SAS,Combined,Not classified,2013,7.530406409,0,6.23326513,2090617095118.28,0,7.342599389
Saudi Arabia,SAU,Middle East & North Africa,High income,2013,3.529955158,0,2.945699907,636936502413.09,3.75,5.6
Sudan,SDN,Sub-Saharan Africa,Low income,2013,36.52234491,0,1.955144633,48496595854.77,4.756760547,16.3
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2013,0.710245487,4.053292196,2.412385276,15731635117.42,493.8996239,4.986
Singapore,SGP,East Asia & Pacific,High income,2013,2.364397937,5.836216953,4.817630991,287769788882.22,1.2513,3.86
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2013,0,8.228339221,5.237740178,1271231099.23,7.3021351,0.694
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2013,5.52412878,13.46134335,14.66332381,7699806185.67,4.332500833,4.538
El Salvador,SLV,Latin America & Caribbean,Upper middle income,2013,0.757669185,0,2.182952325,22499794814.17,1,3.693
San Marino,SMR,Europe & Central Asia,High income,2013,1.604392981,4.531418101,-0.783972125,1397419106.23,0.752945123,0
"Somalia, Fed. Rep.",SOM,Sub-Saharan Africa,Low income,2013,0,0,10.95929862,5110628982.79,19283.79995,19.013
Serbia,SRB,Europe & Central Asia,Upper middle income,2013,7.694263629,0,0.451578763,41518250511.04,85.15884167,22.154
Sub-Saharan Africa (excluding high income),SSA,Combined,Not classified,2013,4.885163876,0,4.917213151,1499170967292.15,0,6.074934931
South Sudan,SSD,Sub-Saharan Africa,Low income,2013,-0.058090978,-16.81025034,13.12973114,13010519613.88,2.95,12.727
Sub-Saharan Africa,SSF,Combined,Not classified,2013,4.885163876,0,5.098033852,1553500397796.10,0,5.639091632
Small states,SST,Combined,Not classified,2013,1.604392981,0,1.22362827,183827261028.73,0,9.421214333
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2013,8.105832709,17.4655847,5.119677354,244081946.54,18.44995262,12.48
Suriname,SUR,Latin America & Caribbean,Upper middle income,2013,1.923436041,11.55522213,2.933441652,5293854859.14,3.3,6.6
Slovak Republic,SVK,Europe & Central Asia,High income,2013,1.40047369,0,0.703323545,82553606913.12,0.752945123,14.226
Slovenia,SVN,Europe & Central Asia,High income,2013,1.769200859,0,-0.823776418,40589764218.78,0.752945123,10.103
Sweden,SWE,Europe & Central Asia,High income,2013,-0.04429297,0,1.137716508,469723477716.10,6.513971667,8.052
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2013,5.621306235,4.876334966,3.861213805,3776637841.08,9.655056069,24.448
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2013,2.528647885,0,1.306731035,1394353867.68,1.79,0
Seychelles,SYC,Sub-Saharan Africa,High income,2013,4.338938483,6.291734556,1.253734962,1263811654.24,12.05831667,0
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2013,40.03183783,0,-26.30008766,19160700666.09,108.7333333,14.5
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2013,0,0,1.070880496,778494370.73,1,0
Chad,TCD,Sub-Saharan Africa,Low income,2013,0.222671565,0,2.807351887,13808137253.40,493.8996239,0.948
East Asia & Pacific (IDA & IBRD countries),TEA,Combined,Not classified,2013,2.913541936,0,7.317276451,11854579402694.00,0,4.06337163
Europe & Central Asia (IDA & IBRD countries),TEC,Combined,Not classified,2013,3.384856461,0,3.342416781,3497432552388.30,0,7.714675914
Togo,TGO,Sub-Saharan Africa,Low income,2013,1.825394759,3.544559385,5.824265832,5166050854.69,493.8996239,2.085
Thailand,THA,East Asia & Pacific,Upper middle income,2013,2.184886185,3.224334983,2.687495563,385308369004.17,30.72596667,0.249
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2013,5.009646453,19.97544733,7.399999747,7311917934.39,4.764233333,11.417
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2013,0,0,10.2000001,30475752706.61,0,3.983
Latin America & the Caribbean (IDA & IBRD countries),TLA,Combined,Not classified,2013,2.744836219,0,2.84851849,5106889230003.33,0,6.383973006
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2013,11.08490851,-3.625258191,3.104366832,1485364306.60,1,3.564
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Combined,Not classified,2013,5.316235313,0,1.090166258,1706368749998.00,0,8.398031708
Tonga,TON,East Asia & Pacific,Upper middle income,2013,0.775629322,11.9183091,0.39392253,424261218.86,1.773713119,1.754
South Asia (IDA & IBRD),TSA,Combined,Not classified,2013,7.530406409,0,6.23326513,2090617095118.28,0,7.342599389
Sub-Saharan Africa (IDA & IBRD countries),TSS,Combined,Not classified,2013,4.885163876,0,5.098033852,1553500397796.10,0,5.639091632
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2013,5.199817405,5.384900174,3.344606475,26031643292.14,6.442629398,2.683
Tunisia,TUN,Middle East & North Africa,Lower middle income,2013,5.316235313,0,2.429930964,43981556030.36,1.624658333,15.934
Turkiye,TUR,Europe & Central Asia,Upper middle income,2013,7.493090305,0,8.485816997,776389567770.09,1.903768242,9.713
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2013,0,0,4.347826087,33339111.92,0,0
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2013,7.870723646,5.648641678,6.781585601,41845219654.68,1597.555833,2.93
Uganda,UGA,Sub-Saharan Africa,Low income,2013,4.905208757,19.01463002,3.586905826,29294007439.77,2586.889569,1.91
Ukraine,UKR,Europe & Central Asia,Upper middle income,2013,-0.238948626,11.83064836,0.045439094,112199506223.49,7.993,7.17
Upper middle income,UMC,Combined,Not classified,2013,2.702816582,0,5.666793114,18209347480689.80,0,5.563180084
Uruguay,URY,Latin America & Caribbean,High income,2013,8.57513504,3.151231221,4.637538629,55664418793.74,20.48160833,6.444
United States,USA,North America,High income,2013,1.464832656,1.522213387,2.117830098,17334068402873.90,1,7.375
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2013,11.84143336,3.762617025,7.29655037,75222229947.90,2094.988465,4.86
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2013,0.805127804,7.039755962,2.462484172,755807695.02,2.7,19.367
"Venezuela, RB",VEN,Latin America & Caribbean,Not classified,2013,40.63942752,-14.47032296,1.343094036,0.00,6.047961842,7.54
British Virgin Islands,VGB,Latin America & Caribbean,High income,2013,0,0,0,0.00,0,0
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2013,0,0,-6.285155295,3745094983.99,1,12.55
Viet Nam,VNM,East Asia & Pacific,Lower middle income,2013,6.592674759,6.089708704,5.55351081,210137237901.39,20933.41667,1.316
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2013,1.458933718,7.320991239,0.463390415,712367041.39,94.5425,5.058
World,WLD,Combined,Not classified,2013,2.621050017,0,2.889022013,71180983677316.10,0,6.107286798
Samoa,WSM,East Asia & Pacific,Upper middle income,2013,0.610085721,7.67447772,0.107293276,788391466.05,2.310900035,8.773
Kosovo,XKX,Europe & Central Asia,Upper middle income,2013,1.767324284,11.42652273,5.340799119,5751568358.02,0.752945123,0
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2013,10.96844215,11.78875492,4.823519081,59057651705.95,214.89,13.673
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2013,5.780169101,2.509245497,2.485468008,337416077838.15,9.655056069,24.561
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2013,6.977676055,-0.191430038,5.05753695,19722575262.79,5.396483333,7.264
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2013,1.634950415,0.337314876,1.98948554,19158562813.51,0,4.943
Aruba,ABW,Latin America & Caribbean,High income,2014,0.421440919,3.21386882,-1.586575138,2981500673.05,1.79,0
Africa Eastern and Southern,AFE,Combined,Not classified,2014,5.37028961,0,4.014350558,872116009582.83,0,6.947010734
Afghanistan,AFG,Middle East & North Africa,Low income,2014,4.673996035,14.35168934,2.724543362,18860496494.04,57.2475,7.915
Africa Western and Central,AFW,Combined,Not classified,2014,1.768435821,0,5.712458523,755889542356.83,0,3.881395714
Angola,AGO,Sub-Saharan Africa,Lower middle income,2014,7.280387304,12.38052977,4.82255927,89650503847.70,98.30241686,16.406
Albania,ALB,Europe & Central Asia,Upper middle income,2014,1.625865044,6.436178341,2.240226954,11220218560.90,105.48,18.055
Andorra,AND,Europe & Central Asia,High income,2014,0,0,2.504465521,2750436142.74,0,0
Arab World,ARB,Combined,Not classified,2014,2.89947905,0,2.589732858,2486713239036.85,0,11.03740172
United Arab Emirates,ARE,Middle East & North Africa,High income,2014,2.346268657,0,4.165691841,346742821790.42,3.6725,2.002
Argentina,ARG,Latin America & Caribbean,Upper middle income,2014,0,-11.60069877,-2.512615321,578937574935.70,8.075275993,7.268
Armenia,ARM,Europe & Central Asia,Upper middle income,2014,2.981308689,13.78124866,3.600000001,10226102246.63,415.9197892,17.498
American Samoa,ASM,East Asia & Pacific,High income,2014,0,0,1.762820513,652450381.68,1,0
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2014,1.089441574,8.149935343,2.198291887,1417336052.73,2.7,0
Australia,AUS,East Asia & Pacific,High income,2014,2.487922705,4.481619482,2.595284116,1322334997273.41,1.109363293,6.078
Austria,AUT,Europe & Central Asia,High income,2014,1.60581183,0,0.75579885,374662287024.53,0.752728197,5.674
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2014,1.373441815,19.44638104,2.797585434,52524961528.71,0.7843475,4.91
Burundi,BDI,Sub-Saharan Africa,Low income,2014,4.405352342,9.840570481,4.240650214,3229972475.41,1546.686667,1.572
Belgium,BEL,Europe & Central Asia,High income,2014,0.340002833,0,1.765540381,454346946885.84,0.752728197,8.523
Benin,BEN,Sub-Saharan Africa,Lower middle income,2014,-0.548757551,5.599991795,6.357679098,11189200116.27,493.7573299,1.872
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2014,-0.258089518,5.995918151,4.326845615,11385699970.03,493.7573299,4.251
Bangladesh,BGD,South Asia,Lower middle income,2014,6.991638892,6.885866277,6.061059359,183145728910.40,77.64140833,4.416
Bulgaria,BGR,Europe & Central Asia,High income,2014,-1.418183803,6.830279574,0.949448985,49097794444.07,1.474183333,11.424
Bahrain,BHR,Middle East & North Africa,High income,2014,2.647553212,7.415587015,4.308856927,31727610007.97,0.376,1.141
"Bahamas, The",BHS,Latin America & Caribbean,High income,2014,1.513756431,0.327489243,1.847305942,11720773315.83,1,13.8
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2014,-0.897194054,5.585299589,1.153851092,15725819000.03,1.474169187,27.517
Belarus,BLR,Europe & Central Asia,Upper middle income,2014,18.11955435,0.464553788,1.651124685,58702836383.79,1.02241025,5.902
Belize,BLZ,Latin America & Caribbean,Upper middle income,2014,1.201399645,9.600554519,4.030845578,2131737316.74,2,8.244
Bermuda,BMU,North America,High income,2014,0,0,-3.701067594,6603330213.04,1,0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2014,5.766600746,7.491198547,5.460569506,31471565408.63,6.91,2.021
Brazil,BRA,Latin America & Caribbean,Upper middle income,2014,6.329040155,22.40367243,0.50395574,1868463501662.30,2.352951963,6.755
Barbados,BRB,Latin America & Caribbean,High income,2014,1.769503221,8.375244705,0.082405478,5333181721.69,2,12.17
Brunei Darussalam,BRN,East Asia & Pacific,High income,2014,-0.207108732,7.484174438,-2.507887216,12981233067.58,1.267040123,6.862
Bhutan,BTN,South Asia,Lower middle income,2014,8.271060939,7.853382655,5.881085507,2051190106.33,61.02951446,2.63
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2014,4.402253092,-0.548849803,5.69714422,14220638228.62,8.976083333,18.514
Central African Republic,CAF,Sub-Saharan Africa,Low income,2014,14.89868418,0,0.081070515,1625333052.56,493.7573299,5.326
Canada,CAN,North America,High income,2014,1.906635907,1.038638979,2.873466778,1546457292263.22,1.104747132,7.023
Central Europe and the Baltics,CEB,Combined,Not classified,2014,0.053821313,0,3.262021274,1247235904972.00,0,8.876275865
Switzerland,CHE,Europe & Central Asia,High income,2014,-0.013202539,3.365102072,2.349881415,682887235059.83,0.916151047,4.826
Channel Islands,CHI,Europe & Central Asia,High income,2014,0,0,2.427101785,10072261599.14,0.607729627,8.571
Chile,CHL,Latin America & Caribbean,High income,2014,4.718675279,2.12102531,1.792649471,237342873662.27,570.3482161,6.483
China,CHN,East Asia & Pacific,Upper middle income,2014,1.921641628,4.460243408,7.461900282,10544908798424.00,6.143434094,4.63
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2014,0.448682077,0.891700761,9.371999942,42739891584.49,493.7573299,3.285
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2014,1.854898504,0,5.719818145,30482787768.48,493.7573299,3.534
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2014,1.243038898,17.52473816,9.470288099,35464895084.48,925.2262825,4.436
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2014,0.912139545,0,6.646065409,12383378937.26,493.7573299,19.691
Colombia,COL,Latin America & Caribbean,Upper middle income,2014,2.898837878,8.442949354,4.499030001,285066097496.81,2001.105,8.799
Comoros,COM,Sub-Saharan Africa,Lower middle income,2014,0,11.50488448,3.89569329,947161529.44,370.3179974,4.119
Cabo Verde,CPV,Sub-Saharan Africa,Upper middle income,2014,-0.238778145,11.00511684,0.69666684,1733630380.44,83.0345,11.674
Costa Rica,CRI,Latin America & Caribbean,High income,2014,4.519200985,8.18791761,3.542109878,54453244250.80,538.3172003,8.499
Caribbean small states,CSS,Combined,Not classified,2014,1.14542061,0,2.561656764,62216495489.98,0,8.586168642
Cuba,CUB,Latin America & Caribbean,Upper middle income,2014,0,0,1.047576632,83429902609.35,0,2.7
Curacao,CUW,Latin America & Caribbean,High income,2014,1.498739696,0,-0.637397373,3044829285.49,1.79,0
Cayman Islands,CYM,Latin America & Caribbean,High income,2014,1.273979115,0,2.654527985,4578454033.82,0.83333,0
Cyprus,CYP,Europe & Central Asia,High income,2014,-1.354988854,0,-1.776058677,19251098679.03,0.752728197,16.277
Czechia,CZE,Europe & Central Asia,High income,2014,0.34398859,1.887110796,2.245212199,180173337874.85,20.7575,6.108
Germany,DEU,Europe & Central Asia,High income,2014,0.906794,0,2.169498898,3367906395564.59,0.752728197,4.979
Djibouti,DJI,Middle East & North Africa,Lower middle income,2014,1.341864943,0,7.192987285,2259262606.11,177.721,26.173
Dominica,DMA,Latin America & Caribbean,Upper middle income,2014,0.799250373,6.234405788,2.335217421,603537403.69,2.7,0
Denmark,DNK,Europe & Central Asia,High income,2014,0.56402054,0,1.277999832,295539545106.69,5.612466667,6.925
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2014,2.998642261,9.294867245,7.111226297,66331713896.79,43.54967262,6.719
Algeria,DZA,Middle East & North Africa,Upper middle income,2014,2.916926921,6.455999798,4.099999999,181680092643.15,80.57901667,10.207
East Asia & Pacific (excluding high income),EAP,Combined,Not classified,2014,2.826933421,0,7.022979697,12702727344304.70,0,4.041865758
Early-demographic dividend,EAR,Combined,Not classified,2014,4.018616081,0,4.134333178,9837623874187.01,0,6.646582389
East Asia & Pacific,EAS,Combined,Not classified,2014,2.499399519,0,4.802990053,21218898581822.50,0,4.017839961
Europe & Central Asia (excluding high income),ECA,Combined,Not classified,2014,3.068812104,0,3.361947301,1457352674877.19,0,9.007788178
Europe & Central Asia,ECS,Combined,Not classified,2014,0.620490637,0,1.943633541,20160377056124.90,0,8.954600496
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2014,3.589220166,0,4.226065204,97093344927.48,1,3.48
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2014,10.07021547,0.414129136,2.91591188,315569804751.57,7.077608561,13.105
Euro area,EMU,Combined,Not classified,2014,0.220195628,0,1.452001039,11580654069592.80,0.752728197,11.62617652
Eritrea,ERI,Sub-Saharan Africa,Low income,2014,0,0,0,0.00,15.375,5.43
Spain,ESP,Europe & Central Asia,High income,2014,-0.151114838,0,1.520485936,1159095455877.44,0.752728197,24.441
Estonia,EST,Europe & Central Asia,High income,2014,-0.106175147,0,3.322789882,22891074856.69,0.752728197,7.352
Ethiopia,ETH,Sub-Saharan Africa,Not classified,2014,6.890019516,0,10.25749296,58508820967.93,19.58578991,2.359
European Union,EUU,Combined,Not classified,2014,0.199343827,0,1.629358062,13338917403787.80,0,10.82666865
Fragile and conflict affected situations,FCS,Combined,Not classified,2014,2.432941416,0,2.333989595,1604360349785.17,0,5.374072231
Finland,FIN,Europe & Central Asia,High income,2014,1.041196212,0,-0.478068425,232127848351.01,0.752728197,8.663
Fiji,FJI,East Asia & Pacific,Upper middle income,2014,0.519306475,-5.99464056,5.603514406,4480790532.16,1.887345358,4.325
France,FRA,Europe & Central Asia,High income,2014,0.507758823,0,0.997832947,2416703156974.40,0.752728197,10.273
Faroe Islands,FRO,Europe & Central Asia,High income,2014,0,0,5.432142068,2549481885.27,5.612466667,0
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2014,0.650284892,12.30404447,-2.305775745,302508316.51,1,0
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2014,4.690457518,0,4.314964441,13846034032.37,493.7573299,19.916
United Kingdom,GBR,Europe & Central Asia,High income,2014,1.451120163,-0.8082426,3.194637319,2864242231941.85,0.607729627,6.363
Georgia,GEO,Europe & Central Asia,Upper middle income,2014,3.068812104,6.998579186,4.090490596,14730184213.85,1.765666667,17.439
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2014,15.48961603,0,2.856240163,48410143589.68,2.896575,4.415
Gibraltar,GIB,Europe & Central Asia,High income,2014,0,0,0,0.00,0.607729627,0
Guinea,GIN,Sub-Saharan Africa,Lower middle income,2014,6.150505567,0,3.696553117,8470141696.43,7014.118777,5.09
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2014,5.947999357,22.13467873,-1.407382495,1324430251.83,41.73296165,8.218
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2014,-1.509244606,3.989016188,0.964525746,1085781367.44,493.7573299,3.254
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2014,4.309998661,0,0.415066302,14507099626.49,493.7573299,7.845
Greece,GRC,Europe & Central Asia,High income,2014,-1.312260964,0,0.792225061,195012591113.59,0.752728197,26.708
Grenada,GRD,Latin America & Caribbean,Upper middle income,2014,-0.983603056,8.346067682,7.34212396,936638937.79,2.7,0
Greenland,GRL,Europe & Central Asia,High income,2014,0,0,4.742135673,2563963821.89,5.612466667,0
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2014,3.418361697,10.60955565,4.44397783,59741346853.42,7.732233333,2.717
Guam,GUM,East Asia & Pacific,High income,2014,0,0,1.793051924,5751510464.06,1,7.6
Guyana,GUY,Latin America & Caribbean,High income,2014,0.852630498,15.26002232,1.68649445,4250621228.25,206.4491667,12.639
High income,HIC,Combined,Not classified,2014,1.041196212,0,2.152438531,48812767254715.40,0,7.034735725
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2014,4.42364532,2.090167699,2.762430301,302170446845.58,7.754083333,3.296
Honduras,HND,Latin America & Caribbean,Lower middle income,2014,6.129249303,12.88062187,3.058080562,20203944075.63,20.98715833,7.078
