country_name,country_code,region,income_group,year,cpi,int_rate,gdp_ growth_rate,gdp,exchange_rate,unemployment_rate
Barbados,BRB,Latin America & Caribbean,High income,2007,0,1.975902349,2.079183863,5820266225.84,2,7.41
Brunei Darussalam,BRN,East Asia & Pacific,High income,2007,0,0.767082447,-3.763623476,13416151408.82,1.507101667,6.091
Bhutan,BTN,South Asia,Lower middle income,2007,0,8.894817229,16.10478365,1324881877.57,41.34853333,3.7
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2007,0,9.606601366,5.792555777,11630872553.11,6.139408333,16.998
Central African Republic,CAF,Sub-Saharan Africa,Low income,2007,0.959917619,0,4.607534855,2011650635.81,478.6337185,5.191
Canada,CAN,North America,High income,2007,2.138383993,2.714042828,2.049904637,1384848127424.16,1.074045622,6.156
Central Europe and the Baltics,CEB,Combined,Not classified,2007,4.837329283,0,6.338837747,1128879941374.20,0,7.805137237
Switzerland,CHE,Europe & Central Asia,High income,2007,0.732350603,0,3.916375772,613559745174.53,1.200365833,3.641
Channel Islands,CHI,Europe & Central Asia,High income,2007,0,0,0,0.00,0.499771667,5.414
Chile,CHL,Latin America & Caribbean,High income,2007,4.407799384,3.409024447,5.168230985,184243394522.93,522.4641667,8.427
China,CHN,East Asia & Pacific,Upper middle income,2007,4.816767674,-0.411124456,14.14998549,5811552614974.09,7.6075325,4.35
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2007,1.892006293,1.613289963,1.101429768,29867049486.22,478.6337185,6.272
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2007,0,0,4.32758901,23387803922.58,478.6337185,3.063
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2007,0,22.22435169,6.259477764,22297485299.99,516.7498917,3.403
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2007,2.654646451,0,-6.613994804,7977183901.13,478.6337185,19.894
Colombia,COL,Latin America & Caribbean,Upper middle income,2007,5.544384858,9.676444379,6.738194691,213896316785.02,2077.810958,11.204
Comoros,COM,Sub-Saharan Africa,Lower middle income,2007,0,6.71696605,0.800042349,640793770.24,358.9752889,4.46
Cabo Verde,CPV,Sub-Saharan Africa,Upper middle income,2007,4.410997042,-6.761807959,15.17068797,1516838454.64,80.61502716,13.323
Costa Rica,CRI,Latin America & Caribbean,High income,2007,9.357244564,2.064435156,8.215131983,42836685662.15,516.6173902,4.557
Caribbean small states,CSS,Combined,Not classified,2007,4.480886086,0,3.868529003,56695324410.71,0,8.187969957
Cuba,CUB,Latin America & Caribbean,Upper middle income,2007,0,0,7.262136966,70159041951.12,0,1.788
Curacao,CUW,Latin America & Caribbean,High income,2007,2.995720399,0,2.469963228,3026783241.75,0,0
Cayman Islands,CYM,Latin America & Caribbean,High income,2007,0,0,3.162625227,4780025440.10,0.83333,0
Cyprus,CYP,Europe & Central Asia,High income,2007,2.372651837,0,5.098226149,20832674395.67,0.426125,3.946
Czechia,CZE,Europe & Central Asia,High income,2007,2.853124372,2.150916815,5.488825952,173973393346.01,20.29366667,5.316
Germany,DEU,Europe & Central Asia,High income,2007,2.298344007,0,2.890107179,3173089211903.54,0.7296724,8.732
Djibouti,DJI,Middle East & North Africa,Lower middle income,2007,0,0,0,0.00,177.721,26.3
Dominica,DMA,Latin America & Caribbean,Upper middle income,2007,3.632221293,7.772133893,5.357937558,558086829.80,2.7,0
Denmark,DNK,Europe & Central Asia,High income,2007,1.693265862,0,0.987173816,295540131122.49,5.443700833,3.801
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2007,6.143566552,7.612203201,7.418405778,49214666985.20,33.17187058,5.158
Algeria,DZA,Middle East & North Africa,Upper middle income,2007,3.678995747,0.844558437,3.100000001,148356442446.41,69.2924,13.79
East Asia & Pacific (excluding high income),EAP,Combined,Not classified,2007,5.196915803,0,12.45174713,7340899502059.26,0,4.353817008
Early-demographic dividend,EAR,Combined,Not classified,2007,6.372881356,0,5.713218197,7477163501590.40,0,6.841708206
East Asia & Pacific,EAS,Combined,Not classified,2007,3.764002592,0,7.485763496,15028967527521.10,0,4.294623914
Europe & Central Asia (excluding high income),ECA,Combined,Not classified,2007,9.737500361,0,7.150182801,1101695964675.41,0,8.550210461
Europe & Central Asia,ECS,Combined,Not classified,2007,2.895003215,0,3.645026754,19272712856290.40,0,7.230967637
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2007,2.27618478,0,1.902428597,67564514887.92,1,3.142
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2007,0,-0.077628598,7.087827427,244575133305.99,5.635433333,8.8
Euro area,EMU,Combined,Not classified,2007,2.482315467,0,3.01150561,11575961405861.60,0.7296724,7.536789652
Eritrea,ERI,Sub-Saharan Africa,Low income,2007,0,0,1.426822211,2164601595.02,15.375,5.575
Spain,ESP,Europe & Central Asia,High income,2007,2.786797458,0,3.533500132,1236446314615.43,0.7296724,8.232
Estonia,EST,Europe & Central Asia,High income,2007,6.601326031,0,7.570918793,23520174236.29,11.433853,4.592
Ethiopia,ETH,Sub-Saharan Africa,Not classified,2007,17.24040083,-8.292553683,11.456167,29282307975.90,8.96595,2.347
European Union,EUU,Combined,Not classified,2007,2.510665652,0,3.142149391,13188707108398.70,0,7.501805062
Fragile and conflict affected situations,FCS,Combined,Not classified,2007,0,0,5.991503356,1237461277607.08,0,4.966801361
Finland,FIN,Europe & Central Asia,High income,2007,2.510665652,0,5.312801767,244411266035.10,0.7296724,6.854
Fiji,FJI,East Asia & Pacific,Upper middle income,2007,0,5.805544749,-0.85065431,3791946770.36,1.610413796,4.106
France,FRA,Europe & Central Asia,High income,2007,1.48799806,0,2.530481884,2325232266328.63,0.7296724,8.008
Faroe Islands,FRO,Europe & Central Asia,High income,2007,0,0,0,0.00,5.443700833,0
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2007,3.30634278,10.52113421,-1.836185294,314678221.40,1,0
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2007,0,0,6.008108025,10751534086.71,478.6337185,18.261
United Kingdom,GBR,Europe & Central Asia,High income,2007,2.386561508,3.189036184,2.624879953,2730356339128.21,0.499771667,5.342
Georgia,GEO,Europe & Central Asia,Upper middle income,2007,9.244897456,6.959698543,12.57556982,11160245709.66,1.670491667,13.28
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2007,10.73426655,0,4.346819104,28496442169.69,0.932619195,5.092
Gibraltar,GIB,Europe & Central Asia,High income,2007,0,0,0,0.00,0.499771667,0
Guinea,GIN,Sub-Saharan Africa,Lower middle income,2007,18.17556561,0,6.817471111,6509469022.50,4197.752004,4.818
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2007,5.369134738,22.50814651,3.043249508,1125167625.05,24.87343333,10.428
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2007,0,-1.168597059,2.559826471,866938047.63,478.6337185,3.149
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2007,0,0,15.28211392,12012844402.65,478.6337185,7.877
Greece,GRC,Europe & Central Asia,High income,2007,2.895003215,0,3.506869766,264872706550.76,0.7296724,8.351
Grenada,GRD,Latin America & Caribbean,Upper middle income,2007,3.858829225,7.267924037,6.123450947,912620191.35,2.7,0
Greenland,GRL,Europe & Central Asia,High income,2007,0,0,2.352437981,2256367786.22,5.443700833,0
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2007,6.821617536,5.341266306,6.33771869,48161368706.89,7.673304167,2.824
Guam,GUM,East Asia & Pacific,High income,2007,0,0,0.717213115,5186912647.86,1,8.3
Guyana,GUY,Latin America & Caribbean,High income,2007,12.20015444,5.914206809,7.191236241,3316643991.45,202.3466667,10.846
High income,HIC,Combined,Not classified,2007,2.786797458,0,2.863863761,45305678178499.10,0,5.693595917
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2007,2.035027134,4.290487644,6.464864119,251557590014.86,7.801416667,4.01
Honduras,HND,Latin America & Caribbean,Lower middle income,2007,6.936214709,9.359386039,6.188327167,16720989901.63,18.8951,3.211
Heavily indebted poor countries (HIPC),HPC,Combined,Not classified,2007,8.680570785,0,5.437068518,456093944022.02,0,4.55129278
Croatia,HRV,Europe & Central Asia,High income,2007,2.899282756,4.837226928,5.048886209,54821664179.83,5.364535667,9.909
Haiti,HTI,Latin America & Caribbean,Lower middle income,2007,6.557227726,18.22175187,4.70652994,12594064682.48,36.86141667,16.8
Hungary,HUN,Europe & Central Asia,High income,2007,7.958745165,3.457991751,0.332354338,118574815857.97,183.6258333,7.406
IBRD only,IBD,Combined,Not classified,2007,6.40656088,0,8.959548365,17172489854307.90,0,6.342271621
IDA & IBRD total,IBT,Combined,Not classified,2007,6.487080378,0,8.711275412,18668164407020.40,0,5.869693976
IDA total,IDA,Combined,Not classified,2007,6.557227726,0,5.919234483,1494493375591.04,0,3.986277009
IDA blend,IDB,Combined,Not classified,2007,4.134913133,0,5.422509524,748333326117.63,0,3.022122779
Indonesia,IDN,East Asia & Pacific,Upper middle income,2007,6.40656088,2.339674094,6.345022227,558318040161.89,9141,8.06
IDA only,IDX,Combined,Not classified,2007,8.01243669,0,6.439767199,745977950390.14,0,4.508859502
Isle of Man,IMN,Europe & Central Asia,High income,2007,0,0,7.50000023,5358134429.26,0.499771667,0
India,IND,South Asia,Lower middle income,2007,6.372881356,5.681844065,7.660815067,1273126725479.64,41.34853333,7.561
Ireland,IRL,Europe & Central Asia,High income,2007,4.885745375,0,5.31011673,232723709424.99,0.7296724,4.98
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2007,17.34104046,-8.897954188,8.155773518,379333424180.11,9281.151828,10.772
Iraq,IRQ,Middle East & North Africa,Upper middle income,2007,0,3.796160437,1.888539362,101232561440.97,1254.567219,8.646
Iceland,ISL,Europe & Central Asia,High income,2007,5.051557365,14.33644942,8.454860104,16714384607.12,64.055,2.251
Israel,ISR,Middle East & North Africa,High income,2007,0.466226973,0,6.323349505,230503919634.26,4.108082949,9.379
Italy,ITA,Europe & Central Asia,High income,2007,1.829741122,3.77483942,1.462292053,2007108163772.48,0.7296724,6.076
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2007,9.244820673,5.279057528,1.431954037,14694979477.56,69.19216185,6.606
Jordan,JOR,Middle East & North Africa,Lower middle income,2007,4.74390639,3.453389478,8.176169952,29270727368.87,0.708999767,13.1
Japan,JPN,East Asia & Pacific,High income,2007,0.060039454,2.606878389,1.483969412,4350758602405.54,117.7535292,3.888
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2007,10.84683621,0,8.9,130657212992.82,122.5541667,7.26
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2007,0,4.819090792,6.85072977,49824229272.70,67.31763812,2.65
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2007,10.23010327,7.261727087,8.542874775,4741693829.85,37.31625681,2.577
Cambodia,KHM,East Asia & Pacific,Lower middle income,2007,8.708827706,0,10.3984581,14260222987.90,4056.166667,1.257
Kiribati,KIR,East Asia & Pacific,Lower middle income,2007,3.592521313,0,3.055079816,146299931.07,1.1950725,0
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2007,4.480886086,2.778076366,0.600602327,771029360.03,2.7,0
"Korea, Rep.",KOR,East Asia & Pacific,High income,2007,2.534573821,4.034859564,5.799548415,1137500027631.58,929.3758333,3.013
Kuwait,KWT,Middle East & North Africa,High income,2007,0,4.054288247,5.991575511,103108938789.20,0.284213958,1.5
Latin America & Caribbean (excluding high income),LAC,Combined,Not classified,2007,6.426279345,0,5.303449096,3801892556211.55,0,7.179956587
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2007,4.661972695,19.60354616,7.596828801,7879683723.91,9602.728818,1.067
Lebanon,LBN,Middle East & North Africa,Lower middle income,2007,0,6.906533194,9.310622526,34777595316.01,1507.5,8.98
Liberia,LBR,Sub-Saharan Africa,Low income,2007,11.39189668,2.703595521,9.535275363,2108270598.33,61.27222222,2.235
Libya,LBY,Middle East & North Africa,Upper middle income,2007,0,3.475825037,6.229982786,83709120342.15,1.262644868,18.745
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2007,2.823103737,6.304614315,1.691618574,1702314784.06,2.7,14
Latin America & Caribbean,LCN,Combined,Not classified,2007,6.143566552,0,5.190328727,4493348698694.77,0,7.225953076
Least developed countries: UN classification,LDC,Combined,Not classified,2007,0,0,7.251439729,648051281250.97,0,4.738515081
Low income,LIC,Combined,Not classified,2007,0,0,5.537310596,316017016916.86,0,5.242087982
Liechtenstein,LIE,Europe & Central Asia,High income,2007,0,0,3.325963509,0.00,0,0
Sri Lanka,LKA,South Asia,Lower middle income,2007,0,2.673213603,6.796826119,52738458481.80,110.6232333,5.97
Lower middle income,LMC,Combined,Not classified,2007,6.547881411,0,6.891186145,3289644609062.87,0,5.85209004
Low & middle income,LMY,Combined,Not classified,2007,6.487080378,0,8.840576674,16353579339619.00,0,5.844777196
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2007,8.01243669,22.3046168,4.1879141,1811204148.78,7.045365,15.997
Late-demographic dividend,LTE,Combined,Not classified,2007,6.601326031,0,10.20445433,11866023516446.10,0,5.104766323
Lithuania,LTU,Europe & Central Asia,High income,2007,5.737173828,0,11.07792826,38417999935.55,2.523725,4.25
Luxembourg,LUX,Europe & Central Asia,High income,2007,2.312458618,0,8.09866723,53959794029.80,0.7296724,4.065
Latvia,LVA,Europe & Central Asia,High income,2007,10.09297758,0,10.41453728,28186253353.87,0.513791667,6.052
"Macao SAR, China",MAC,East Asia & Pacific,High income,2007,5.571496891,-0.876917843,14.47649617,30396072957.57,8.035853917,3.269
St. Martin (French part),MAF,Latin America & Caribbean,High income,2007,0,0,0,0.00,0.7296724,0
Morocco,MAR,Middle East & North Africa,Lower middle income,2007,0,0,3.441067767,80164867241.32,8.192333333,9.56
Monaco,MCO,Europe & Central Asia,High income,2007,0,0,14.43751444,5158500738.25,0.7296724,0
Moldova,MDA,Europe & Central Asia,Upper middle income,2007,12.36716684,2.516018782,3.000000226,5985763886.47,12.13994497,2.723
Madagascar,MDG,Sub-Saharan Africa,Low income,2007,10.28796632,27.1897603,5.710564199,9626649240.51,1873.876667,3.205
Maldives,MDV,South Asia,Upper middle income,2007,6.794773539,-0.414694176,7.133380234,2898626609.83,12.8,9.447
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Combined,Not classified,2007,0,0,5.231341454,2739914344059.35,0,6.819445745
Mexico,MEX,Latin America & Caribbean,Upper middle income,2007,3.966849055,1.350297753,2.07786394,1074439987418.20,10.92819167,3.628
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2007,0,0,3.68852459,177100000.00,1,0
Middle income,MIC,Combined,Not classified,2007,6.389721118,0,8.900287478,16042964511622.50,0,5.883785197
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2007,2.251757983,5.650167967,6.473486858,8210598903.42,44.72981667,35.231
Mali,MLI,Sub-Saharan Africa,Low income,2007,0,2.255767069,3.875028163,10827805889.25,478.6337185,1.405
Malta,MLT,Middle East & North Africa,High income,2007,1.249219238,3.910433835,5.036663951,7867015005.87,0.311675,6.472
Myanmar,MMR,East Asia & Pacific,Lower middle income,2007,0,-2.200538012,11.99143524,31364521323.47,5.616883333,0.687
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Combined,Not classified,2007,0,0,5.817497599,1478184931845.10,0,7.017194741
Montenegro,MNE,Europe & Central Asia,Upper middle income,2007,0,-5.893611091,6.810150125,3570883265.45,0.7296724,19.4
Mongolia,MNG,East Asia & Pacific,Upper middle income,2007,9.630963096,9.137236008,10.24801636,6254129712.43,1170.400833,7.2
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2007,0,0,-6.684027778,1185757575.76,1,0
Mozambique,MOZ,Sub-Saharan Africa,Low income,2007,8.489486755,11.24485612,7.649353938,9410189984.45,25.84034145,3.084
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2007,0,13.41139244,-1.96942275,4836326500.48,25.85866667,9.524
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2007,8.827292724,12.52521688,5.72701616,8814630766.63,31.31365625,8.475
Malawi,MWI,Sub-Saharan Africa,Low income,2007,0,22.68550944,9.599999877,6044925172.60,139.9575,4.888
Malaysia,MYS,East Asia & Pacific,Upper middle income,2007,2.027353178,1.456735347,6.298785927,209766600383.97,3.437569382,3.23
North America,NAC,Combined,Not classified,2007,2.495528237,0,2.008083049,17705725090851.00,0,4.782431658
Namibia,NAM,Sub-Saharan Africa,Lower middle income,2007,6.547881411,3.292021008,5.374044152,8049405616.21,7.054391667,22.119
New Caledonia,NCL,East Asia & Pacific,High income,2007,0,0,0,0.00,87.07304793,14.757
Niger,NER,Sub-Saharan Africa,Low income,2007,0,-2.13477736,3.142724084,6120095511.71,478.6337185,2.032
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2007,5.388007969,9.187171233,6.591130361,309727563830.14,125.8081083,3.799
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2007,11.12693474,3.0705127,5.076352018,9362947172.55,18.44850616,4.89
Netherlands,NLD,Europe & Central Asia,High income,2007,1.613858598,2.50343309,3.885306448,744474740255.87,0.7296724,4.153
Norway,NOR,Europe & Central Asia,High income,2007,0.712589074,0,2.914040007,358440508444.31,5.861666667,2.493
Nepal,NPL,South Asia,Lower middle income,2007,2.269219244,0,3.41156028,16963173094.57,66.4150275,10.683
Nauru,NRU,East Asia & Pacific,High income,2007,0,0,-22.18530498,41900064.55,1.1950725,0
New Zealand,NZL,East Asia & Pacific,High income,2007,2.376143103,3.136101985,3.05641639,153806793428.76,1.360675229,3.661
OECD members,OED,Combined,Not classified,2007,2.484704388,0,2.593944882,43392125017743.20,0,5.886153077
Oman,OMN,Middle East & North Africa,High income,2007,5.830484181,-0.638442721,4.980654671,53055456656.11,0.3845,4.298
Other small states,OSS,Combined,Not classified,2007,0,0,5.400650749,110562701120.75,0,9.058788028
Pakistan,PAK,Middle East & North Africa,Lower middle income,2007,0,1.302448551,4.44481434,233449556918.44,60.73851583,0.398
Panama,PAN,Latin America & Caribbean,High income,2007,4.168633003,5.770670702,13.15306538,32682439460.45,1,5.694
Peru,PER,Latin America & Caribbean,Upper middle income,2007,0,21.05116741,8.518387769,125757364463.20,3.128044577,4.08
Philippines,PHL,East Asia & Pacific,Lower middle income,2007,0,5.357597018,6.51929155,201216639993.90,46.14839118,3.434
Palau,PLW,East Asia & Pacific,High income,2007,3.238750358,0,1.754031015,274381188.09,1,0
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2007,0,6.792383876,7.815189229,13933462679.35,2.965345833,2.172
Poland,POL,Europe & Central Asia,High income,2007,2.458743124,0,6.760447853,372083512402.18,2.76795,9.551
Pre-demographic dividend,PRE,Combined,Not classified,2007,0,0,6.046484395,883977941460.12,0,4.879908543
Puerto Rico (US),PRI,Latin America & Caribbean,High income,2007,0,0,-1.162806656,111022754694.51,1,10.93
"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,2007,0,0,0,0.00,0,2.936
Portugal,PRT,Europe & Central Asia,High income,2007,2.453965281,0,2.506579365,210643893808.23,0.7296724,7.965
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2007,8.130474177,14.45835025,5.421622872,25241738121.23,5032.711576,4.713
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2007,1.859743794,3.061237667,3.788281521,8980800000.00,0,18.282
Pacific island small states,PSS,Combined,Not classified,2007,3.764002592,0,0.135257635,7422480896.19,0,3.760530415
Post-demographic dividend,PST,Combined,Not classified,2007,2.320034953,0,2.540882849,41165540120164.90,0,5.568625757
French Polynesia,PYF,East Asia & Pacific,High income,2007,0,0,1.704975638,5767991632.34,87.07304793,11.74
Qatar,QAT,Middle East & North Africa,High income,2007,0,-3.191431658,17.98565682,74235635940.16,3.64,0.52
Romania,ROU,Europe & Central Asia,High income,2007,4.837329283,-2.130870774,7.233807744,156287689281.09,2.43825,6.413
Russian Federation,RUS,Europe & Central Asia,High income,2007,9.007298689,-3.344926615,8.499977769,1233894148246.74,25.58084537,6.002
Rwanda,RWA,Sub-Saharan Africa,Low income,2007,9.080722059,2.712265759,7.633298191,4747955684.15,546.955,11.626
South Asia,SAS,Combined,Not classified,2007,6.372881356,0,7.53428173,1469218232478.92,0,7.201956801
Saudi Arabia,SAU,Middle East & North Africa,High income,2007,4.167827165,0,2.213653964,474136491554.83,3.75,5.734
Sudan,SDN,Sub-Saharan Africa,Low income,2007,14.75427708,0,5.735274237,56466323951.38,2.0161,15.531
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2007,5.853304285,-1.723489985,2.827119201,13229850430.97,478.6337185,2.808
Singapore,SGP,East Asia & Pacific,High income,2007,2.109801667,-0.55404274,9.021519513,211896059498.48,1.507101667,3.9
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2007,0,-1.184274732,3.639672429,915403896.59,7.652,1.981
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2007,0,15.59711211,3.749758048,5017392581.43,2.985185833,4.007
El Salvador,SLV,Latin America & Caribbean,Upper middle income,2007,0,0,1.847602206,20187974224.94,1,6.41
San Marino,SMR,Europe & Central Asia,High income,2007,0,9.747137827,7.109322602,1959331266.60,0.7296724,0
"Somalia, Fed. Rep.",SOM,Sub-Saharan Africa,Low income,2007,0,0,6.694351926,3331221429.83,0,18.981
Serbia,SRB,Europe & Central Asia,Upper middle income,2007,0,-4.078180633,7.832071663,40091414194.72,58.44956667,18.06
Sub-Saharan Africa (excluding high income),SSA,Combined,Not classified,2007,0,0,6.017410849,1160887023718.54,0,6.208670095
South Sudan,SSD,Sub-Saharan Africa,Low income,2007,0,0,0,0.00,0,12.262
Sub-Saharan Africa,SSF,Combined,Not classified,2007,0,0,6.149471385,1191259543795.83,0,5.793449213
Small states,SST,Combined,Not classified,2007,4.480886086,0,4.65711514,174651568463.38,0,8.211517749
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2007,0,20.80007396,3.641471852,198636586.37,13.536755,16.024
Suriname,SUR,Latin America & Caribbean,Upper middle income,2007,6.426279345,6.898239638,5.111487778,4193569551.85,2.745,9.004
Slovak Republic,SVK,Europe & Central Asia,High income,2007,2.756723716,0,10.81862951,74013706023.71,24.69433333,11.16
Slovenia,SVN,Europe & Central Asia,High income,2007,3.657495633,0,7.139231291,43360927307.91,0.7296724,4.818
Sweden,SWE,Europe & Central Asia,High income,2007,2.212168834,0,3.224911324,450646355077.53,6.75877,6.161
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2007,8.076088279,7.763103567,4.435375509,3174711771.81,7.045365,28.24
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2007,0,0,0,0.00,0,0
Seychelles,SYC,Sub-Saharan Africa,High income,2007,0,-0.167198863,8.876066456,1115022508.93,6.701059538,0
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2007,0,0,5.674591777,29481908620.04,11.225,8.42
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2007,0,0,0,859911099.88,1,0
Chad,TCD,Sub-Saharan Africa,Low income,2007,0,0,4.356212114,10175906504.59,478.6337185,0.834
East Asia & Pacific (IDA & IBRD countries),TEA,Combined,Not classified,2007,4.816767674,0,12.45101867,7332002907191.58,0,4.3748966
Europe & Central Asia (IDA & IBRD countries),TEC,Combined,Not classified,2007,8.75618091,0,7.615736267,2964362225050.66,0,7.567634495
Togo,TGO,Sub-Saharan Africa,Low income,2007,0.945673272,-0.202093977,-1.175120392,3736756622.90,478.6337185,3.817
Thailand,THA,East Asia & Pacific,Upper middle income,2007,0,3.486985687,5.435151691,319452158416.90,34.51818059,1.18
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2007,13.14912471,-3.362205465,7.800000119,4938871059.83,3.442483333,2.874
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2007,0,0,11.05929947,16330291193.84,0,5.694
Latin America & the Caribbean (IDA & IBRD countries),TLA,Combined,Not classified,2007,6.426279345,0,5.359211756,4276557592438.57,0,7.311822677
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2007,0,0,10.26538845,966550939.22,1,3.489
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Combined,Not classified,2007,0,0,5.830161226,1469207366602.91,0,6.962440237
Tonga,TON,East Asia & Pacific,Upper middle income,2007,5.842248749,0,-2.464307791,391246363.10,1.970933657,1.181
South Asia (IDA & IBRD),TSA,Combined,Not classified,2007,6.372881356,0,7.53428173,1469218232478.92,0,7.201956801
Sub-Saharan Africa (IDA & IBRD countries),TSS,Combined,Not classified,2007,0,0,6.149471385,1191259543795.83,0,5.793449213
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2007,7.894388348,-0.888544432,4.754209701,23179780077.60,6.328033333,5.54
Tunisia,TUN,Middle East & North Africa,Lower middle income,2007,2.966944325,0,6.709520975,38029978711.51,1.281358333,12.365
Turkiye,TUR,Europe & Central Asia,Upper middle income,2007,8.75618091,0,5.043507932,590328139721.30,1.302930905,10.285
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2007,0,0,7.142857143,31255417.43,0,0
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2007,0,6.389565196,6.768535203,29439239572.28,1245.035464,3.023
Uganda,UGA,Sub-Saharan Africa,Low income,2007,0,10.98062355,8.412425966,20299025448.88,1723.491587,2.677
Ukraine,UKR,Europe & Central Asia,Upper middle income,2007,12.83877962,-7.280207361,8.215844452,117579433691.22,5.05,6.351
Upper middle income,UMC,Combined,Not classified,2007,6.177812148,0,9.430767511,12753347689817.30,0,5.906822468
Uruguay,URY,Latin America & Caribbean,High income,2007,8.114645612,-1.246670584,6.541510845,40564924117.34,23.471025,9.403
United States,USA,North America,High income,2007,2.852672482,5.199863764,2.003858299,16312522122064.70,1,4.622
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2007,0,0,9.473005305,48026286798.05,0,4.99
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2007,7.236147016,2.130110151,3.322968598,775488102.60,2.7,18.927
"Venezuela, RB",VEN,Latin America & Caribbean,Not classified,2007,0,1.434858453,8.753578808,0.00,2.147,7.279
British Virgin Islands,VGB,Latin America & Caribbean,High income,2007,0,0,0,0.00,0,0
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2007,0,0,4.010594022,5373312166.49,1,10.137
Viet Nam,VNM,East Asia & Pacific,Lower middle income,2007,8.344448898,1.413637871,7.129504486,149615800998.37,16105.125,2.026
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2007,3.935483871,0,2.875892288,617745467.63,102.4375,6.854
World,WLD,Combined,Not classified,2007,4.827048478,0,4.385583222,61904125586913.90,0,5.777550426
Samoa,WSM,East Asia & Pacific,Upper middle income,2007,5.577063932,4.802499556,0.48598255,720707093.20,2.616572472,5.426
Kosovo,XKX,Europe & Central Asia,Upper middle income,2007,4.358496953,0,0,0.00,0.7296724,0
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2007,0,6.413407629,3.338427956,54368654892.23,198.9533333,12.488
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2007,6.177812148,4.546045672,5.360474054,297685145427.08,7.045365,22.287
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2007,0,5.240870631,8.352436244,12729507610.19,4.001666667,10.561
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2007,0,0,-3.653326835,12633710459.77,9686.77167,4.991
Aruba,ABW,Latin America & Caribbean,High income,2008,8.955987052,5.982547943,1.835755172,3239137008.32,1.79,0
Africa Eastern and Southern,AFE,Combined,Not classified,2008,12.65746019,0,4.366173103,715030200782.86,0,7.076709788
